Index,Book Name,Author,Rating,Number of Votes,Score,isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
682,the merchant of venice,William Shakespeare,3.78,192916,14800,9780141013954.0,0141013958,the merchant of venice,,William Shakespeare;Peter Holland,Jews,http://books.google.com/books/content?id=2Tk9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"William Shakespeare's The Merchant of Venice is both a witty comedy and a moving exploration of bigotry and stigmatisation, and this Penguin Shakespeare edition is edited by W. Moelwyn Merchant with an introduction by Peter Holland. 'The quality of mercy is not strain'd, It droppeth as the gentle rain from heaven' Bassanio, a noble but impoverished Venetian, asks his friend the merchant Antonio for a loan to impress an heiress. Antonio agrees, but is forced to borrow the sum from a cynical Jewish moneylender, Shylock, who forces him into a chilling contract, which stipulates he must honour the debt with a pound of his own flesh. But Bassanio's beloved is not as demure as she seems, and disguising herself as a lawyer, Portia proves herself one of Shakespeare's most cunning heroines, in a witty attack on Shylock's claim. A complex and controversial comedy, The Merchant of Venice explores prejudice and the true nature of justice. This book contains a general introduction to Shakespeare's life and Elizabethan theatre, a separate introduction to The Merchant of Venice, a chronology, suggestions for further reading, an essay discussing performance options on both stage and screen, and a commentary. William Shakespeare (1564-1616) was born to John Shakespeare and Mary Arden some time in late April 1564 in Stratford-upon-Avon. He wrote about 38 plays (the precise number is uncertain), many of which are regarded as the most exceptional works of drama ever produced, including Romeo and Juliet (1595), Henry V (1599), Hamlet (1601), Othello (1604), King Lear (1606) and Macbeth (1606), as well as a collection of 154 sonnets, which number among the most profound and influential love-poetry in English. If you enjoyed The Merchant of Venice, you might like The Taming of the Shrew, also available in Penguin Shakespeare. 'The man who of all modern, and perhaps ancient poets, had the largest and most comprehensive soul' John Dryden",2005.0,3.8,240.0,135.0
682,the merchant of venice,William Shakespeare,3.78,192916,14800,9780743477567.0,0743477561,the merchant of venice,,William Shakespeare,Drama,http://books.google.com/books/content?id=7Q_wyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In The Merchant of Venice, the path to marriage is hazardous. To win Portia, Bassanio must pass a test prescribed by her father’s will, choosing correctly among three caskets or chests. If he fails, he may never marry at all. Bassanio and Portia also face a magnificent villain, the moneylender Shylock. In creating Shylock, Shakespeare seems to have shared in a widespread prejudice against Jews. Shylock would have been regarded as a villain because he was a Jew. Yet he gives such powerful expression to his alienation due to the hatred around him that, in many productions, he emerges as the hero. Portia is most remembered for her disguise as a lawyer, Balthazar, especially the speech in which she urges Shylock to show mercy that “droppeth as the gentle rain from heaven.” The authoritative edition of The Merchant of Venice from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, includes: -Freshly edited text based on the best early printed version of the play -Newly revised explanatory notes conveniently placed on pages facing the text of the play -Scene-by-scene plot summaries -A key to the play’s famous lines and phrases -An introduction to reading Shakespeare’s language -An essay by a leading Shakespeare scholar providing a modern perspective on the play -Fresh images from the Folger Shakespeare Library’s vast holdings of rare books -An up-to-date annotated guide to further reading Essay by Alexander Leggatt The Folger Shakespeare Library in Washington, DC, is home to the world’s largest collection of Shakespeare’s printed works, and a magnet for Shakespeare scholars from around the globe. In addition to exhibitions open to the public throughout the year, the Folger offers a full calendar of performances and programs. For more information, visit Folger.edu.",2004.0,3.8,237.0,130122.0
683,the glass castle,Jeannette Walls,4.32,1261981,14784,9780743247542.0,074324754X,the glass castle,A Memoir,Jeannette Walls,Biography & Autobiography,http://books.google.com/books/content?id=V8kznwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the tradition of Mary Karr's ""The Liars' Club"" and Rick Bragg's ""All Over But the Shouting,"" Walls has written a stunning and life-affirming memoir about surviving a willfully impoverished, eccentric, and severely misguided family.",2006.0,4.26,288.0,752358.0
684,"inferno (robert langdon, #4)",Dan Brown,3.89,565357,14762,,,,,,,,,,,,
685,all the king's men,Robert Penn Warren,4.09,64494,14739,9780156004800.0,0156004801,all the king's men,,Robert Penn Warren,Fiction,http://books.google.com/books/content?id=UXbYLVYR790C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Willie Stark's obsession with political power leads to the ultimate corruption of his gubernatorial administration,1982.0,4.09,439.0,45975.0
685,all the king's men,Robert Penn Warren,4.09,64494,14739,9780822001461.0,0822001462,all the king's men,Notes,L. David Allen;Robert H. Lynn,Literary Criticism,http://books.google.com/books/content?id=leuWkABpDDIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Review note and study guide to Warren's ""All the king's men.""",1963.0,3.4,80.0,3.0
686,one day in the life of ivan denisovich,Aleksandr Solzhenitsyn,3.98,117846,14712,,,,,,,,,,,,
687,"inheritance (the inheritance cycle, #4)",Christopher Paolini,4.15,288487,14683,,,,,,,,,,,,
688,"prince caspian (chronicles of narnia, #2)",C.S. Lewis,3.98,452976,14681,,,,,,,,,,,,
689,"to all the boys i've loved before (to all the boys i've loved before, #1)",Jenny Han,4.04,947574,14639,,,,,,,,,,,,
690,"lover eternal (black dagger brotherhood, #2)",J.R. Ward,4.32,195809,14638,,,,,,,,,,,,
691,head like a hole,Andrew Van Wey,3.87,5078,14624,,,,,,,,,,,,
692,"not forever, but for now",Chuck Palahniuk,3.1,4038,14601,,,,,,,,,,,,
693,the roommate,Kiersten Modglin,3.9,7668,14560,,,,,,,,,,,,
694,look closer,David Ellis,4.2,74903,14557,,,,,,,,,,,,
696,the ocean at the end of the lane,Neil Gaiman,4.02,638203,14550,,,,,,,,,,,,
698,we have always lived in the castle,Shirley Jackson,3.93,249176,14415,,,,,,,,,,,,
699,"think twice (myron bolitar, #12)",Harlan Coben,4.31,28857,14406,,,,,,,,,,,,
700,the yellow wallpaper and other stories,Charlotte Perkins Gilman,4.08,307560,14400,,,,,,,,,,,,
701,"the eyre affair (thursday next, #1)",Jasper Fforde,3.89,134460,14377,,,,,,,,,,,,
702,something wicked this way comes,Ray Bradbury,3.91,139741,14376,,,,,,,,,,,,
703,"into the wild (warriors, #1)",Erin Hunter,4.31,110176,14327,,,,,,,,,,,,
704,gravity’s rainbow,Thomas Pynchon,4.01,45247,14293,,,,,,,,,,,,
705,the bluest eye,Toni Morrison,4.12,266895,14170,9780452282193.0,0452282195,the bluest eye,,Toni Morrison,Fiction,http://books.google.com/books/content?id=Nny9cICuRQIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The story of Pecola Breedlove profiles an eleven-year-old Black girl growing up in an America that values blue-eyed blondes and the tragedy that results from her longing to be accepted.,1994.0,4.0,216.0,3262.0
705,the bluest eye,Toni Morrison,4.12,266895,14170,9780452287068.0,0452287065,the bluest eye,,Toni Morrison,Fiction,http://books.google.com/books/content?id=-f5TPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"To commemorate Morrison's winning the Nobel Prize for Literature, Knopf here republishes her full canon of novels. This edition of ""The Bluest Eye"" (1970) contains a new afterword by the author.",2005.0,4.01,216.0,121960.0
705,the bluest eye,Toni Morrison,4.12,266895,14170,9780671447205.0,0671447203,the bluest eye,,Toni Morrison,African Americans,,"Tells the story of eleven-year old Pecola Breedlove, an African-American girl. She prays for her eyes to turn blue so that she will be as beautiful and beloved as all the blonde, blue-eyed children in America, people will notice her, and her world will be different. In the autumn of 1941, the year the marigolds in the Breedloves' garden do not bloom, Pecola's life changes in painful, devastating ways.",1972.0,4.01,160.0,239.0
706,"poison study (study, #1)",Maria V. Snyder,4.09,169960,14158,,,,,,,,,,,,
707,foucault’s pendulum,Umberto Eco,3.91,71782,14132,,,,,,,,,,,,
708,"red rising (red rising saga, #1)",Pierce Brown,4.27,516294,14100,,,,,,,,,,,,
709,peace like a river,Leif Enger,4.02,94722,14067,,,,,,,,,,,,
710,the holy bible: king james version,Anonymous,4.44,298023,14033,,,,,,,,,,,,
711,"viciously yours (fae kings of eden, #1)",Jamie Applegate Hunter,3.62,27906,13958,,,,,,,,,,,,
712,mythology,Edith Hamilton,4.03,57085,13957,9780316341516.0,0316341517,mythology,,Edith Hamilton,Social Science,http://books.google.com/books/content?id=PZDd0ypkLZgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Since its original publication by Little, Brown and Company in 1942, Edith Hamilton's Mythology has sold millions of copies throughout the world and established itself as a perennial bestseller in its various available formats: hardcover, trade paperback, mass market paperback, and e-book. Mythology succeeds like no other book in bringing to life for the modern reader the Greek, Roman, and Norse myths and legends that are the keystone of Western culture - the stories of gods and heroes that have inspired human creativity from antiquity to the present.",1998.0,3.99,497.0,34223.0
712,mythology,Edith Hamilton,4.03,57085,13957,9780375714627.0,0375714626,mythology,The DC Comics Art of Alex Ross,Alex Ross,Art,http://books.google.com/books/content?id=h6fzEpSYR-kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Celebrates the talents of DC Comics artist Alex Ross in a collection of his drawings, never-before-seen sketches, limited edition prints, and other artwork, all reproduced in full color, accompanied by a study of Ross's creative process, a new Superman-Batman story, and a new Robin origin story. Reprint. 50,000 first printing.",2005.0,4.32,320.0,1960.0
713,starship troopers,Robert A. Heinlein,4.01,233691,13943,,,,,,,,,,,,
714,"magical midlife awakening (leveling up, #9)",K.F. Breene,4.62,9151,13927,,,,,,,,,,,,
715,"caraval (caraval, #1)",Stephanie Garber,3.98,631181,13923,,,,,,,,,,,,
716,the girl who was taken,Charlie Donlea,4.2,106572,13922,,,,,,,,,,,,
717,"kingdom of ash (throne of glass, #7)",Sarah J. Maas,4.7,720894,13915,,,,,,,,,,,,
718,seabiscuit: an american legend,Laura Hillenbrand,4.23,164829,13901,,,,,,,,,,,,
719,before i go to sleep,S.J. Watson,3.9,346968,13887,,,,,,,,,,,,
720,"oedipus rex (the theban plays, #1)",Sophocles,3.72,223234,13884,,,,,,,,,,,,
721,"twenty thousand leagues under the sea (captain nemo, #2)",Jules Verne,3.89,260990,13874,,,,,,,,,,,,
722,murder on family grounds (mary wandwalker #3),Susan Rowland,4.32,12905,13832,,,,,,,,,,,,
723,"oryx and crake (maddaddam, #1)",Margaret Atwood,4.01,273814,13824,,,,,,,,,,,,
724,"assassin's apprentice (farseer trilogy, #1)",Robin Hobb,4.18,346820,13812,,,,,,,,,,,,
725,normal people,Sally Rooney,3.81,1539793,13777,,,,,,,,,,,,
726,dandelion wine,Ray Bradbury,4.09,73172,13776,,,,,,,,,,,,
727,"city of ashes (the mortal instruments, #2)",Cassandra Clare,4.11,956048,13776,,,,,,,,,,,,
728,"the bourne identity (jason bourne, #1)",Robert Ludlum,4.05,435541,13770,,,,,,,,,,,,
729,"where she went (if i stay, #2)",Gayle Forman,3.97,299131,13750,,,,,,,,,,,,
730,the memory keeper's daughter,Kim Edwards,3.7,604748,13748,9780143037149.0,0143037145,the memory keeper's daughter,,Kim Edwards,Fiction,http://books.google.com/books/content?id=2yOkyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a tale spanning twenty-five years, a doctor delivers his newborn twin daughter during a snowstorm and, rashly deciding to protect his wife from the baby's affliction with Down Syndrome, turns her over to a nurse, who secretly raises the child. A first novel. Reader's Guide included. Reprint. 100,000 first printing.",2006.0,3.65,401.0,519878.0
731,battle royale,Koushun Takami,4.26,79015,13733,,,,,,,,,,,,
732,"the blood of olympus (the heroes of olympus, #5)",Rick Riordan,4.43,353025,13729,,,,,,,,,,,,
733,"consequences (consequences, #1)",Aleatha Romig,3.92,42784,13725,,,,,,,,,,,,
734,the night before christmas,Clement Clarke Moore,4.39,123967,13720,,,,,,,,,,,,
735,big little lies,Liane Moriarty,4.31,1041786,13711,,,,,,,,,,,,
736,the history of love,Nicole Krauss,3.92,137538,13669,,,,,,,,,,,,
737,"corrupt (devil's night, #1)",Penelope Douglas,3.8,317559,13652,,,,,,,,,,,,
738,native son,Richard Wright,4.03,100790,13586,,,,,,,,,,,,
739,a people’s history of the united states: 1492 - present,Howard Zinn,4.08,249659,13581,,,,,,,,,,,,
740,"truth (consequences, #2)",Aleatha Romig,4.34,32493,13581,,,,,,,,,,,,
741,on writing: a memoir of the craft,Stephen King,4.34,297431,13445,,,,,,,,,,,,
742,"simon vs. the homo sapiens agenda (simonverse, #1)",Becky Albertalli,4.15,448469,13430,,,,,,,,,,,,
743,"the killer angels (the civil war trilogy, #2)",Michael Shaara,4.33,88063,13397,,,,,,,,,,,,
744,"gone (gone, #1)",Michael Grant,3.86,204703,13366,,,,,,,,,,,,
745,"champion (legend, #3)",Marie Lu,4.31,223528,13345,,,,,,,,,,,,
746,"left behind (left behind, #1)",Tim LaHaye,3.86,237652,13280,,,,,,,,,,,,
747,watchers,Dean Koontz,4.19,166910,13258,,,,,,,,,,,,
748,if on a winter’s night a traveler,Italo Calvino,4.03,102112,13232,,,,,,,,,,,,
750,"darkfever (fever, #1)",Karen Marie Moning,4.06,184341,13183,,,,,,,,,,,,
751,grimm's fairy tales,Jacob Grimm,4.24,213738,13180,,,,,,,,,,,,
752,the drowning woman,Robyn Harding,4.06,101657,13154,,,,,,,,,,,,
753,the wasp factory,Iain Banks,3.77,100780,13083,,,,,,,,,,,,
754,"shadowfever (fever, #5)",Karen Marie Moning,4.39,110522,13080,,,,,,,,,,,,
755,john adams,David McCullough,4.08,365874,13077,9780684813639.0,0684813637,john adams,,David McCullough,Biography & Autobiography,,"In this powerful, epic biography, David McCullough unfolds the adventurous life-journey of John Adams, the brilliant, fiercely independent, often irascible, always honest Yankee patriot -- ""the colossus of independence,"" as Thomas Jefferson called him -- who spared nothing in his zeal for the American Revolution; who rose to become the second President of the United States and saved the country from blundering into an unnecessary war; who was learned beyond all but a few and regarded by some as ""out of his senses""; and whose marriage to the wise and valiant Abigail Adams is one of the moving love stories in American history. Like his masterly, Pulitzer Prize-winning biography Truman, David McCullough's John Adams has the sweep and vitality of a great novel. It is both a riveting portrait of an abundantly human man and a vivid evocation of his time, much of it drawn from an outstanding collection of Adams family letters and diaries. In particular, the more than one thousand surviving letters between John and Abigail Adams, nearly half of which have never been published, provide extraordinary access to their private lives and make it possible to know John Adams as no other major American of his founding era. As he has with stunning effect in his previous books, McCullough tells the story from within -- from the point of view of the amazing eighteenth century and of those who, caught up in events, had no sure way of knowing how things would turn out. George Washington, Benjamin Franklin, John Jay, the British spy Edward Bancroft, Madame Lafayette and Jefferson's Paris ""interest"" Maria Cosway, Alexander Hamilton, James Madison, the scandalmonger James Callender, Sally Hemings, John Marshall, Talleyrand, and Aaron Burr all figure in this panoramic chronicle, as does, importantly, John Quincy Adams, the adored son whom Adams would live to see become President. Crucial to the story, as it was to history, is the relationship between Adams and Jefferson, born opposites -- one a Massachusetts farmer's son, the other a Virginia aristocrat and slaveholder, one short and stout, the other tall and spare. Adams embraced conflict; Jefferson avoided it. Adams had great humor; Jefferson, very little. But they were alike in their devotion to their country. At first they were ardent co-revolutionaries, then fellow diplomats and close friends. With the advent of the two political parties, they became archrivals, even enemies, in the intense struggle for the presidency in 1800, perhaps the most vicious election in history. Then, amazingly, they became friends again, and ultimately, incredibly, they died on the same day -- their day of days -- July 4, in the year 1826. Much about John Adams's life will come as a surprise to many readers. His courageous voyage on the frigate Boston in the winter of 1778 and his later trek over the Pyrenees are exploits that few would have dared and that few readers will ever forget. It is a life encompassing a huge arc -- Adams lived longer than any president. The story ranges from the Boston Massacre to Philadelphia in 1776 to the Versailles of Louis XVI, from Spain to Amsterdam, from the Court of St. James's, where Adams was the first American to stand before King George III as a representative of the new nation, to the raw, half-finished Capital by the Potomac, where Adams was the first President to occupy the White House. This is history on a grand scale -- a book about politics and war and social issues, but also about human nature, love, religious faith, virtue, ambition, friendship and betrayal, and the far-reaching consequences of noble ideas. Above all, John Adams is an enthralling, often surprising story of one of the most important and fascinating Americans who ever lived.",2001.0,4.06,752.0,1785.0
